R,P,S,T,Promise,Cooperator,Defector,Alternator,TitForTat,TwoTitsForTat,Grudger
18,12,11,23,True,0.19823,0.0,0.0,0.26042,0.27067,0.27067
18,13,0,23,True,0.07119,0.0,0.0,0.2702,0.32931,0.32931
18,13,1,23,True,0.07774,0.0,0.0,0.26909,0.32658,0.32658
18,13,2,23,True,0.08479,0.0,0.0,0.26793,0.32364,0.32364
18,13,3,23,True,0.09236,0.0,0.0,0.26673,0.32046,0.32046
18,13,4,23,True,0.10048,0.0,0.0,0.26549,0.31701,0.31701
18,13,5,23,True,0.10917,0.0,0.0,0.26426,0.31329,0.31329
18,13,6,23,True,0.11846,0.0,0.0,0.26305,0.30925,0.30925
18,13,7,23,True,0.12837,0.0,0.0,0.26193,0.30485,0.30485
18,13,8,23,True,0.13892,0.0,0.0,0.26096,0.30006,0.30006
18,13,9,23,True,0.1501,0.0,0.0,0.26027,0.29481,0.29481
18,13,10,23,True,0.16189,0.0,0.0,0.26005,0.28903,0.28903
18,13,11,23,True,0.17422,0.0,0.0,0.26061,0.28258,0.28258
18,13,12,23,True,0.18693,0.0,0.0,0.2625,0.27528,0.27528
18,14,0,23,True,0.04449,0.0,0.0,0.27455,0.34048,0.34048
18,14,1,23,True,0.04985,0.0,0.0,0.27362,0.33826,0.33826
18,14,2,23,True,0.05578,0.0,0.0,0.2726,0.33581,0.33581
18,14,3,23,True,0.06231,0.0,0.0,0.27149,0.3331,0.3331
18,14,4,23,True,0.0695,0.0,0.0,0.27029,0.33011,0.33011
18,14,5,23,True,0.0774,0.0,0.0,0.26901,0.32679,0.32679
18,14,6,23,True,0.08607,0.0,0.0,0.26767,0.32313,0.32313
18,14,7,23,True,0.09555,0.0,0.0,0.2663,0.31907,0.31907
18,14,8,23,True,0.10591,0.0,0.0,0.26495,0.31457,0.31457
18,14,9,23,True,0.11716,0.0,0.0,0.26372,0.30956,0.30956
18,14,10,23,True,0.12933,0.0,0.0,0.26275,0.30396,0.30396
18,14,11,23,True,0.14235,0.0,0.0,0.2623,0.29768,0.29768
18,14,12,23,True,0.15603,0.0,0.0,0.26287,0.29055,0.29055
18,14,13,23,True,0.16985,0.0,0.0,0.26549,0.28233,0.28233
18,15,0,23,True,0.01964,0.0,0.0,0.27826,0.35105,0.35105
18,15,1,23,True,0.023,0.0,0.0,0.27773,0.34964,0.34964
18,15,2,23,True,0.02686,0.0,0.0,0.2771,0.34802,0.34802
18,15,3,23,True,0.03131,0.0,0.0,0.27636,0.34616,0.34616
18,15,4,23,True,0.03643,0.0,0.0,0.27549,0.34404,0.34404
18,15,5,23,True,0.0423,0.0,0.0,0.2745,0.3416,0.3416
18,15,6,23,True,0.04902,0.0,0.0,0.27337,0.3388,0.3388
18,15,7,23,True,0.05671,0.0,0.0,0.2721,0.33559,0.33559
18,15,8,23,True,0.06547,0.0,0.0,0.27072,0.33191,0.33191
18,15,9,23,True,0.07543,0.0,0.0,0.26925,0.32766,0.32766
18,15,10,23,True,0.08669,0.0,0.0,0.26777,0.32277,0.32277
18,15,11,23,True,0.09931,0.0,0.0,0.26645,0.31712,0.31712
18,15,12,23,True,0.11322,0.0,0.0,0.26564,0.31057,0.31057
18,15,13,23,True,0.12799,0.0,0.0,0.26611,0.30295,0.30295
18,15,14,23,True,0.14208,0.0,0.0,0.26987,0.29403,0.29403
18,16,0,23,True,0.0035,0.0,0.0,0.27947,0.35852,0.35852
18,16,1,23,True,0.00449,0.0,0.0,0.27943,0.35804,0.35804
18,16,2,23,True,0.00574,0.0,0.0,0.27934,0.35746,0.35746
18,16,3,23,True,0.00731,0.0,0.0,0.27918,0.35676,0.35676
18,16,4,23,True,0.00928,0.0,0.0,0.27893,0.3559,0.3559
18,16,5,23,True,0.01174,0.0,0.0,0.27859,0.35484,0.35484
18,16,6,23,True,0.01481,0.0,0.0,0.27812,0.35353,0.35353
18,16,7,23,True,0.01863,0.0,0.0,0.27751,0.35193,0.35193
18,16,8,23,True,0.02337,0.0,0.0,0.27673,0.34995,0.34995
18,16,9,23,True,0.02923,0.0,0.0,0.27575,0.34751,0.34751
18,16,10,23,True,0.03646,0.0,0.0,0.27457,0.34448,0.34448
18,16,11,23,True,0.04533,0.0,0.0,0.27319,0.34074,0.34074
18,16,12,23,True,0.05611,0.0,0.0,0.27171,0.33609,0.33609
18,16,13,23,True,0.0689,0.0,0.0,0.27044,0.33033,0.33033
18,16,14,23,True,0.08303,0.0,0.0,0.27042,0.32328,0.32328
18,16,15,23,True,0.09446,0.0,0.0,0.27547,0.31504,0.31504
18,17,0,23,True,1e-05,0.0,0.0,0.27723,0.36138,0.36138
18,17,1,23,True,2e-05,0.0,0.0,0.27729,0.36135,0.36135
18,17,2,23,True,3e-05,0.0,0.0,0.27735,0.36131,0.36131
18,17,3,23,True,5e-05,0.0,0.0,0.27741,0.36127,0.36127
18,17,4,23,True,9e-05,0.0,0.0,0.27745,0.36123,0.36123
18,17,5,23,True,0.00016,0.0,0.0,0.27748,0.36118,0.36118
18,17,6,23,True,0.00027,0.0,0.0,0.2775,0.36112,0.36112
18,17,7,23,True,0.00045,0.0,0.0,0.27749,0.36103,0.36103
18,17,8,23,True,0.00075,0.0,0.0,0.27744,0.3609,0.3609
18,17,9,23,True,0.00124,0.0,0.0,0.27734,0.36071,0.36071
18,17,10,23,True,0.00204,0.0,0.0,0.27714,0.36041,0.36041
18,17,11,23,True,0.00332,0.0,0.0,0.27679,0.35994,0.35994
18,17,12,23,True,0.00536,0.0,0.0,0.27623,0.3592,0.3592
18,17,13,23,True,0.00859,0.0,0.0,0.27535,0.35803,0.35803
18,17,14,23,True,0.01357,0.0,0.0,0.27403,0.3562,0.3562
18,17,15,23,True,0.02064,0.0,0.0,0.2724,0.35348,0.35348
18,17,16,23,True,0.02524,0.0,0.0,0.27336,0.3507,0.3507
19,1,0,23,True,0.2363,0.0,0.0,0.25263,0.25553,0.25553
19,2,0,23,True,0.23048,0.0,0.0,0.25254,0.25849,0.25849
19,2,1,23,True,0.23547,0.0,0.0,0.25278,0.25587,0.25587
19,3,0,23,True,0.22409,0.0,0.0,0.25254,0.26169,0.26169
19,3,1,23,True,0.22927,0.0,0.0,0.25269,0.25902,0.25902
19,3,2,23,True,0.23454,0.0,0.0,0.25296,0.25625,0.25625
19,4,0,23,True,0.21702,0.0,0.0,0.25265,0.26516,0.26516
19,4,1,23,True,0.22241,0.0,0.0,0.2527,0.26245,0.26245
19,4,2,23,True,0.22789,0.0,0.0,0.25286,0.25962,0.25962
19,4,3,23,True,0.23348,0.0,0.0,0.25316,0.25668,0.25668
19,5,0,23,True,0.20919,0.0,0.0,0.25291,0.26895,0.26895
19,5,1,23,True,0.21478,0.0,0.0,0.25284,0.26619,0.26619
19,5,2,23,True,0.22049,0.0,0.0,0.25289,0.26331,0.26331
19,5,3,23,True,0.22631,0.0,0.0,0.25306,0.26032,0.26032
19,5,4,23,True,0.23226,0.0,0.0,0.25338,0.25718,0.25718
19,6,0,23,True,0.20045,0.0,0.0,0.25334,0.27311,0.27311
19,6,1,23,True,0.20627,0.0,0.0,0.25315,0.27029,0.27029
19,6,2,23,True,0.21221,0.0,0.0,0.25306,0.26736,0.26736
19,6,3,23,True,0.21828,0.0,0.0,0.2531,0.26431,0.26431
19,6,4,23,True,0.22448,0.0,0.0,0.25329,0.26111,0.26111
19,6,5,23,True,0.23085,0.0,0.0,0.25365,0.25775,0.25775
19,7,0,23,True,0.19064,0.0,0.0,0.25398,0.27769,0.27769
19,7,1,23,True,0.1967,0.0,0.0,0.25366,0.27482,0.27482
19,7,2,23,True,0.2029,0.0,0.0,0.25343,0.27184,0.27184
19,7,3,23,True,0.20923,0.0,0.0,0.25332,0.26872,0.26872
19,7,4,23,True,0.21571,0.0,0.0,0.25336,0.26547,0.26547
19,7,5,23,True,0.22236,0.0,0.0,0.25356,0.26204,0.26204
19,7,6,23,True,0.22919,0.0,0.0,0.25395,0.25843,0.25843
19,8,0,23,True,0.17957,0.0,0.0,0.25489,0.28277,0.28277
19,8,1,23,True,0.18588,0.0,0.0,0.25442,0.27985,0.27985
19,8,2,23,True,0.19233,0.0,0.0,0.25404,0.27681,0.27681
19,8,3,23,True,0.19895,0.0,0.0,0.25377,0.27364,0.27364
19,8,4,23,True,0.20573,0.0,0.0,0.25364,0.27032,0.27032
19,8,5,23,True,0.21269,0.0,0.0,0.25366,0.26683,0.26683
19,8,6,23,True,0.21984,0.0,0.0,0.25387,0.26314,0.26314
19,8,7,23,True,0.22722,0.0,0.0,0.25432,0.25923,0.25923
19,9,0,23,True,0.16699,0.0,0.0,0.25614,0.28843,0.28843
19,9,1,23,True,0.17354,0.0,0.0,0.25552,0.28547,0.28547
19,9,2,23,True,0.18027,0.0,0.0,0.25497,0.28238,0.28238
19,9,3,23,True,0.18717,0.0,0.0,0.25452,0.27915,0.27915
19,9,4,23,True,0.19427,0.0,0.0,0.2542,0.27577,0.27577
19,9,5,23,True,0.20156,0.0,0.0,0.25401,0.27221,0.27221
19,9,6,23,True,0.20908,0.0,0.0,0.25402,0.26845,0.26845
19,9,7,23,True,0.21683,0.0,0.0,0.25424,0.26447,0.26447
19,9,8,23,True,0.22484,0.0,0.0,0.25475,0.2602,0.2602
19,10,0,23,True,0.1526,0.0,0.0,0.2578,0.2948,0.2948
19,10,1,23,True,0.15938,0.0,0.0,0.25702,0.2918,0.2918
19,10,2,23,True,0.16637,0.0,0.0,0.2563,0.28867,0.28867
19,10,3,23,True,0.17357,0.0,0.0,0.25566,0.28539,0.28539
19,10,4,23,True,0.18098,0.0,0.0,0.25513,0.28194,0.28194
19,10,5,23,True,0.18864,0.0,0.0,0.25472,0.27832,0.27832
19,10,6,23,True,0.19653,0.0,0.0,0.25449,0.27449,0.27449
19,10,7,23,True,0.2047,0.0,0.0,0.25446,0.27042,0.27042
19,10,8,23,True,0.21314,0.0,0.0,0.2547,0.26608,0.26608
19,10,9,23,True,0.22191,0.0,0.0,0.25529,0.2614,0.2614
19,11,0,23,True,0.13606,0.0,0.0,0.25996,0.30199,0.30199
19,11,1,23,True,0.14302,0.0,0.0,0.25903,0.29898,0.29898
19,11,2,23,True,0.15023,0.0,0.0,0.25814,0.29582,0.29582
19,11,3,23,True,0.15769,0.0,0.0,0.25731,0.2925,0.2925
19,11,4,23,True,0.16543,0.0,0.0,0.25656,0.28901,0.28901
19,11,5,23,True,0.17344,0.0,0.0,0.25591,0.28533,0.28533
19,11,6,23,True,0.18174,0.0,0.0,0.2554,0.28143,0.28143
19,11,7,23,True,0.19034,0.0,0.0,0.25508,0.27729,0.27729
19,11,8,23,True,0.19927,0.0,0.0,0.25501,0.27286,0.27286
19,11,9,23,True,0.20855,0.0,0.0,0.25526,0.26809,0.26809
19,11,10,23,True,0.21821,0.0,0.0,0.25595,0.26292,0.26292
19,12,0,23,True,0.11699,0.0,0.0,0.26273,0.31014,0.31014
19,12,1,23,True,0.12402,0.0,0.0,0.26167,0.30715,0.30715
19,12,2,23,True,0.13137,0.0,0.0,0.26062,0.304,0.304
19,12,3,23,True,0.13903,0.0,0.0,0.25961,0.30068,0.30068
19,12,4,23,True,0.14702,0.0,0.0,0.25863,0.29717,0.29717
19,12,5,23,True,0.15535,0.0,0.0,0.25774,0.29346,0.29346
19,12,6,23,True,0.16404,0.0,0.0,0.25694,0.28951,0.28951
19,12,7,23,True,0.17309,0.0,0.0,0.2563,0.2853,0.2853
19,12,8,23,True,0.18253,0.0,0.0,0.25587,0.2808,0.2808
19,12,9,23,True,0.19238,0.0,0.0,0.25572,0.27595,0.27595
19,12,10,23,True,0.20266,0.0,0.0,0.25598,0.27068,0.27068
19,12,11,23,True,0.21341,0.0,0.0,0.25681,0.26489,0.26489
19,13,0,23,True,0.09513,0.0,0.0,0.26617,0.31935,0.31935
19,13,1,23,True,0.10202,0.0,0.0,0.26503,0.31647,0.31647
19,13,2,23,True,0.1093,0.0,0.0,0.26388,0.31341,0.31341
19,13,3,23,True,0.11698,0.0,0.0,0.26271,0.31015,0.31015
19,13,4,23,True,0.12508,0.0,0.0,0.26155,0.30669,0.30669
19,13,5,23,True,0.13361,0.0,0.0,0.26041,0.30299,0.30299
19,13,6,23,True,0.14259,0.0,0.0,0.25933,0.29904,0.29904
19,13,7,23,True,0.15204,0.0,0.0,0.25835,0.2948,0.2948
19,13,8,23,True,0.16197,0.0,0.0,0.25753,0.29025,0.29025
19,13,9,23,True,0.1724,0.0,0.0,0.25693,0.28533,0.28533
19,13,10,23,True,0.18336,0.0,0.0,0.25668,0.27998,0.27998
19,13,11,23,True,0.19486,0.0,0.0,0.25693,0.27411,0.27411
19,13,12,23,True,0.20693,0.0,0.0,0.25794,0.26756,0.26756
19,14,0,23,True,0.07053,0.0,0.0,0.27026,0.32961,0.32961
19,14,1,23,True,0.07691,0.0,0.0,0.26915,0.32697,0.32697
19,14,2,23,True,0.08376,0.0,0.0,0.26797,0.32414,0.32414
19,14,3,23,True,0.0911,0.0,0.0,0.26674,0.32108,0.32108
19,14,4,23,True,0.09898,0.0,0.0,0.26547,0.31778,0.31778
19,14,5,23,True,0.1074,0.0,0.0,0.26416,0.31422,0.31422
19,14,6,23,True,0.11641,0.0,0.0,0.26285,0.31037,0.31037
19,14,7,23,True,0.12602,0.0,0.0,0.26157,0.30621,0.30621
19,14,8,23,True,0.13627,0.0,0.0,0.26035,0.30169,0.30169
19,14,9,23,True,0.14718,0.0,0.0,0.25928,0.29677,0.29677
19,14,10,23,True,0.15878,0.0,0.0,0.25844,0.29139,0.29139
19,14,11,23,True,0.17108,0.0,0.0,0.25801,0.28546,0.28546
19,14,12,23,True,0.18408,0.0,0.0,0.25822,0.27885,0.27885
19,14,13,23,True,0.19776,0.0,0.0,0.25951,0.27137,0.27137
19,15,0,23,True,0.04427,0.0,0.0,0.27469,0.34052,0.34052
19,15,1,23,True,0.04952,0.0,0.0,0.27376,0.33836,0.33836
19,15,2,23,True,0.0553,0.0,0.0,0.27274,0.33598,0.33598
19,15,3,23,True,0.06165,0.0,0.0,0.27162,0.33336,0.33336
19,15,4,23,True,0.06864,0.0,0.0,0.2704,0.33048,0.33048
19,15,5,23,True,0.07631,0.0,0.0,0.2691,0.3273,0.3273
19,15,6,23,True,0.08471,0.0,0.0,0.26771,0.32379,0.32379
19,15,7,23,True,0.0939,0.0,0.0,0.26625,0.31992,0.31992
19,15,8,23,True,0.10393,0.0,0.0,0.26476,0.31565,0.31565
19,15,9,23,True,0.11486,0.0,0.0,0.26328,0.31093,0.31093
19,15,10,23,True,0.12675,0.0,0.0,0.26189,0.30568,0.30568
19,15,11,23,True,0.13961,0.0,0.0,0.26072,0.29983,0.29983
19,15,12,23,True,0.15348,0.0,0.0,0.25999,0.29326,0.29326
19,15,13,23,True,0.1683,0.0,0.0,0.26009,0.2858,0.2858
19,15,14,23,True,0.18388,0.0,0.0,0.2618,0.27716,0.27716
19,16,0,23,True,0.01972,0.0,0.0,0.27851,0.35088,0.35088
19,16,1,23,True,0.02303,0.0,0.0,0.27799,0.34949,0.34949
19,16,2,23,True,0.02683,0.0,0.0,0.27736,0.3479,0.3479
19,16,3,23,True,0.0312,0.0,0.0,0.27662,0.34609,0.34609
19,16,4,23,True,0.0362,0.0,0.0,0.27576,0.34402,0.34402
19,16,5,23,True,0.04194,0.0,0.0,0.27476,0.34165,0.34165
19,16,6,23,True,0.04848,0.0,0.0,0.27362,0.33895,0.33895
19,16,7,23,True,0.05595,0.0,0.0,0.27233,0.33586,0.33586
19,16,8,23,True,0.06445,0.0,0.0,0.27089,0.33233,0.33233
19,16,9,23,True,0.07411,0.0,0.0,0.26932,0.32829,0.32829
19,16,10,23,True,0.08504,0.0,0.0,0.26764,0.32366,0.32366
19,16,11,23,True,0.09739,0.0,0.0,0.26594,0.31834,0.31834
19,16,12,23,True,0.11125,0.0,0.0,0.26434,0.31221,0.31221
19,16,13,23,True,0.12667,0.0,0.0,0.26314,0.3051,0.3051
19,16,14,23,True,0.14348,0.0,0.0,0.26297,0.29678,0.29678
19,16,15,23,True,0.16094,0.0,0.0,0.26532,0.28687,0.28687
19,17,0,23,True,0.00359,0.0,0.0,0.27992,0.35825,0.35825
19,17,1,23,True,0.00459,0.0,0.0,0.27988,0.35777,0.35777
19,17,2,23,True,0.00584,0.0,0.0,0.2798,0.35718,0.35718
19,17,3,23,True,0.00741,0.0,0.0,0.27965,0.35647,0.35647
19,17,4,23,True,0.00936,0.0,0.0,0.27942,0.35561,0.35561
19,17,5,23,True,0.0118,0.0,0.0,0.27909,0.35455,0.35455
19,17,6,23,True,0.01483,0.0,0.0,0.27864,0.35326,0.35326
19,17,7,23,True,0.01859,0.0,0.0,0.27805,0.35168,0.35168
19,17,8,23,True,0.02323,0.0,0.0,0.27729,0.34974,0.34974
19,17,9,23,True,0.02895,0.0,0.0,0.27632,0.34737,0.34737
19,17,10,23,True,0.03599,0.0,0.0,0.27512,0.34444,0.34444
19,17,11,23,True,0.04462,0.0,0.0,0.27368,0.34085,0.34085
19,17,12,23,True,0.05518,0.0,0.0,0.27199,0.33641,0.33641
19,17,13,23,True,0.06801,0.0,0.0,0.27014,0.33092,0.33092
19,17,14,23,True,0.08338,0.0,0.0,0.26839,0.32411,0.32411
19,17,15,23,True,0.10111,0.0,0.0,0.26759,0.31565,0.31565
19,17,16,23,True,0.11885,0.0,0.0,0.27071,0.30522,0.30522
19,18,0,23,True,1e-05,0.0,0.0,0.27786,0.36107,0.36107
19,18,1,23,True,2e-05,0.0,0.0,0.27795,0.36102,0.36102
19,18,2,23,True,3e-05,0.0,0.0,0.27804,0.36096,0.36096
19,18,3,23,True,6e-05,0.0,0.0,0.27813,0.36091,0.36091
19,18,4,23,True,0.0001,0.0,0.0,0.27821,0.36084,0.36084
19,18,5,23,True,0.00017,0.0,0.0,0.27829,0.36077,0.36077
19,18,6,23,True,0.00029,0.0,0.0,0.27837,0.36067,0.36067
19,18,7,23,True,0.00048,0.0,0.0,0.27842,0.36055,0.36055
19,18,8,23,True,0.00079,0.0,0.0,0.27845,0.36038,0.36038
19,18,9,23,True,0.00128,0.0,0.0,0.27844,0.36014,0.36014
19,18,10,23,True,0.00208,0.0,0.0,0.27836,0.35978,0.35978
19,18,11,23,True,0.00334,0.0,0.0,0.27817,0.35925,0.35925
19,18,12,23,True,0.00532,0.0,0.0,0.27782,0.35843,0.35843
19,18,13,23,True,0.00842,0.0,0.0,0.27721,0.35718,0.35718
19,18,14,23,True,0.01324,0.0,0.0,0.27624,0.35526,0.35526
19,18,15,23,True,0.02064,0.0,0.0,0.2748,0.35228,0.35228
19,18,16,23,True,0.03145,0.0,0.0,0.27306,0.34775,0.34775
19,18,17,23,True,0.04262,0.0,0.0,0.27409,0.34165,0.34165
20,1,0,23,True,0.23923,0.0,0.0,0.25179,0.25449,0.25449
20,2,0,23,True,0.2339,0.0,0.0,0.25169,0.2572,0.2572
20,2,1,23,True,0.23863,0.0,0.0,0.25189,0.25474,0.25474
20,3,0,23,True,0.22806,0.0,0.0,0.25167,0.26013,0.26013
20,3,1,23,True,0.23296,0.0,0.0,0.25179,0.25762,0.25762
20,3,2,23,True,0.23795,0.0,0.0,0.252,0.25502,0.25502
20,4,0,23,True,0.22165,0.0,0.0,0.25175,0.2633,0.2633
20,4,1,23,True,0.22674,0.0,0.0,0.25178,0.26074,0.26074
20,4,2,23,True,0.23191,0.0,0.0,0.2519,0.2581,0.2581
20,4,3,23,True,0.23719,0.0,0.0,0.25212,0.25534,0.25534
20,5,0,23,True,0.21459,0.0,0.0,0.25195,0.26673,0.26673
20,5,1,23,True,0.21986,0.0,0.0,0.25188,0.26413,0.26413
20,5,2,23,True,0.22524,0.0,0.0,0.2519,0.26143,0.26143
20,5,3,23,True,0.23072,0.0,0.0,0.25202,0.25863,0.25863
20,5,4,23,True,0.23632,0.0,0.0,0.25227,0.25571,0.25571
20,6,0,23,True,0.20676,0.0,0.0,0.25229,0.27047,0.27047
20,6,1,23,True,0.21224,0.0,0.0,0.25211,0.26782,0.26782
20,6,2,23,True,0.21783,0.0,0.0,0.25202,0.26508,0.26508
20,6,3,23,True,0.22353,0.0,0.0,0.25203,0.26222,0.26222
20,6,4,23,True,0.22936,0.0,0.0,0.25216,0.25924,0.25924
20,6,5,23,True,0.23533,0.0,0.0,0.25243,0.25612,0.25612
20,7,0,23,True,0.19805,0.0,0.0,0.25281,0.27457,0.27457
20,7,1,23,True,0.20375,0.0,0.0,0.25251,0.27187,0.27187
20,7,2,23,True,0.20956,0.0,0.0,0.2523,0.26907,0.26907
20,7,3,23,True,0.21549,0.0,0.0,0.25219,0.26616,0.26616
20,7,4,23,True,0.22157,0.0,0.0,0.25219,0.26312,0.26312
20,7,5,23,True,0.22779,0.0,0.0,0.25232,0.25994,0.25994
20,7,6,23,True,0.23418,0.0,0.0,0.25261,0.25661,0.25661
20,8,0,23,True,0.1883,0.0,0.0,0.25354,0.27908,0.27908
20,8,1,23,True,0.19422,0.0,0.0,0.25312,0.27633,0.27633
20,8,2,23,True,0.20027,0.0,0.0,0.25278,0.27348,0.27348
20,8,3,23,True,0.20646,0.0,0.0,0.25253,0.27051,0.27051
20,8,4,23,True,0.21279,0.0,0.0,0.25239,0.26741,0.26741
20,8,5,23,True,0.21929,0.0,0.0,0.25238,0.26417,0.26417
20,8,6,23,True,0.22596,0.0,0.0,0.25251,0.26076,0.26076
20,8,7,23,True,0.23283,0.0,0.0,0.25283,0.25717,0.25717
20,9,0,23,True,0.1773,0.0,0.0,0.25455,0.28408,0.28408
20,9,1,23,True,0.18346,0.0,0.0,0.25399,0.28128,0.28128
20,9,2,23,True,0.18976,0.0,0.0,0.25351,0.27837,0.27837
20,9,3,23,True,0.19621,0.0,0.0,0.25311,0.27534,0.27534
20,9,4,23,True,0.20283,0.0,0.0,0.25281,0.27218,0.27218
20,9,5,23,True,0.20962,0.0,0.0,0.25263,0.26887,0.26887
20,9,6,23,True,0.21661,0.0,0.0,0.2526,0.2654,0.2654
20,9,7,23,True,0.2238,0.0,0.0,0.25274,0.26173,0.26173
20,9,8,23,True,0.23124,0.0,0.0,0.25309,0.25784,0.25784
20,10,0,23,True,0.16483,0.0,0.0,0.25588,0.28964,0.28964
20,10,1,23,True,0.17122,0.0,0.0,0.25519,0.2868,0.2868
20,10,2,23,True,0.17777,0.0,0.0,0.25456,0.28384,0.28384
20,10,3,23,True,0.1845,0.0,0.0,0.254,0.28075,0.28075
20,10,4,23,True,0.19142,0.0,0.0,0.25352,0.27753,0.27753
20,10,5,23,True,0.19853,0.0,0.0,0.25316,0.27415,0.27415
20,10,6,23,True,0.20586,0.0,0.0,0.25293,0.27061,0.27061
20,10,7,23,True,0.21341,0.0,0.0,0.25287,0.26686,0.26686
20,10,8,23,True,0.22122,0.0,0.0,0.253,0.26289,0.26289
20,10,9,23,True,0.22931,0.0,0.0,0.25339,0.25865,0.25865
20,11,0,23,True,0.1506,0.0,0.0,0.25763,0.29588,0.29588
20,11,1,23,True,0.1572,0.0,0.0,0.25679,0.293,0.293
20,11,2,23,True,0.164,0.0,0.0,0.256,0.29,0.29
20,11,3,23,True,0.17101,0.0,0.0,0.25527,0.28686,0.28686
20,11,4,23,True,0.17823,0.0,0.0,0.25461,0.28358,0.28358
20,11,5,23,True,0.18568,0.0,0.0,0.25405,0.28014,0.28014
20,11,6,23,True,0.19337,0.0,0.0,0.2536,0.27651,0.27651
20,11,7,23,True,0.20131,0.0,0.0,0.25331,0.27269,0.27269
20,11,8,23,True,0.20954,0.0,0.0,0.2532,0.26863,0.26863
20,11,9,23,True,0.21808,0.0,0.0,0.25333,0.2643,0.2643
20,11,10,23,True,0.22696,0.0,0.0,0.25377,0.25964,0.25964
20,12,0,23,True,0.13428,0.0,0.0,0.25987,0.30292,0.30292
20,12,1,23,True,0.14105,0.0,0.0,0.2589,0.30003,0.30003
20,12,2,23,True,0.14805,0.0,0.0,0.25796,0.29699,0.29699
20,12,3,23,True,0.15531,0.0,0.0,0.25705,0.29382,0.29382
20,12,4,23,True,0.16282,0.0,0.0,0.2562,0.29049,0.29049
20,12,5,23,True,0.17061,0.0,0.0,0.25542,0.28699,0.28699
20,12,6,23,True,0.17868,0.0,0.0,0.25474,0.28329,0.28329
20,12,7,23,True,0.18704,0.0,0.0,0.25418,0.27939,0.27939
20,12,8,23,True,0.19572,0.0,0.0,0.25379,0.27524,0.27524
20,12,9,23,True,0.20475,0.0,0.0,0.25363,0.27081,0.27081
20,12,10,23,True,0.21416,0.0,0.0,0.25374,0.26605,0.26605
20,12,11,23,True,0.22399,0.0,0.0,0.25423,0.26089,0.26089
20,13,0,23,True,0.11552,0.0,0.0,0.2627,0.31089,0.31089
20,13,1,23,True,0.12235,0.0,0.0,0.26162,0.30801,0.30801
20,13,2,23,True,0.12947,0.0,0.0,0.26054,0.30499,0.30499
20,13,3,23,True,0.13691,0.0,0.0,0.25947,0.30181,0.30181
20,13,4,23,True,0.14466,0.0,0.0,0.25843,0.29846,0.29846
20,13,5,23,True,0.15274,0.0,0.0,0.25743,0.29491,0.29491
20,13,6,23,True,0.16117,0.0,0.0,0.2565,0.29117,0.29117
20,13,7,23,True,0.16995,0.0,0.0,0.25566,0.2872,0.2872
20,13,8,23,True,0.17911,0.0,0.0,0.25496,0.28297,0.28297
20,13,9,23,True,0.18868,0.0,0.0,0.25444,0.27844,0.27844
20,13,10,23,True,0.19868,0.0,0.0,0.25418,0.27357,0.27357
20,13,11,23,True,0.20916,0.0,0.0,0.25427,0.26829,0.26829
20,13,12,23,True,0.22017,0.0,0.0,0.25483,0.2625,0.2625
20,14,0,23,True,0.09403,0.0,0.0,0.2662,0.31988,0.31988
20,14,1,23,True,0.10073,0.0,0.0,0.26506,0.31711,0.31711
20,14,2,23,True,0.10779,0.0,0.0,0.26388,0.31416,0.31416
20,14,3,23,True,0.11524,0.0,0.0,0.26269,0.31104,0.31104
20,14,4,23,True,0.12309,0.0,0.0,0.26148,0.30772,0.30772
20,14,5,23,True,0.13135,0.0,0.0,0.26028,0.30419,0.30419
20,14,6,23,True,0.14004,0.0,0.0,0.2591,0.30043,0.30043
20,14,7,23,True,0.14918,0.0,0.0,0.25797,0.29642,0.29642
20,14,8,23,True,0.15879,0.0,0.0,0.25694,0.29213,0.29213
20,14,9,23,True,0.1689,0.0,0.0,0.25604,0.28753,0.28753
20,14,10,23,True,0.17953,0.0,0.0,0.25534,0.28256,0.28256
20,14,11,23,True,0.19073,0.0,0.0,0.25494,0.27717,0.27717
20,14,12,23,True,0.20254,0.0,0.0,0.25497,0.27125,0.27125
20,14,13,23,True,0.21503,0.0,0.0,0.25563,0.26467,0.26467
20,15,0,23,True,0.06988,0.0,0.0,0.27034,0.32989,0.32989
20,15,1,23,True,0.07609,0.0,0.0,0.26922,0.32734,0.32734
20,15,2,23,True,0.08274,0.0,0.0,0.26804,0.32461,0.32461
20,15,3,23,True,0.08987,0.0,0.0,0.2668,0.32166,0.32166
20,15,4,23,True,0.0975,0.0,0.0,0.26551,0.3185,0.3185
20,15,5,23,True,0.10565,0.0,0.0,0.26417,0.31509,0.31509
20,15,6,23,True,0.11436,0.0,0.0,0.2628,0.31142,0.31142
20,15,7,23,True,0.12364,0.0,0.0,0.26143,0.30747,0.30747
20,15,8,23,True,0.13353,0.0,0.0,0.26007,0.3032,0.3032
20,15,9,23,True,0.14407,0.0,0.0,0.25878,0.29858,0.29858
20,15,10,23,True,0.15528,0.0,0.0,0.25761,0.29356,0.29356
20,15,11,23,True,0.16721,0.0,0.0,0.25665,0.28807,0.28807
20,15,12,23,True,0.1799,0.0,0.0,0.25602,0.28204,0.28204
20,15,13,23,True,0.1934,0.0,0.0,0.25594,0.27533,0.27533
20,15,14,23,True,0.2078,0.0,0.0,0.25673,0.26774,0.26774
